IDFrom	IDTo	Weight	Time
1582	1147	1	1461392061
1582	1383	1	1461392061
1372	217	1	1461937172
1372	1905	1	1461937172
1372	1969	1	1461937172
1880	512	1	1462276871
1880	1372	1	1462276871
350	1773	1	1461952256
350	1880	1	1461952256
350	735	1	1461952256
350	1993	1	1461952256
1980	1880	1	1462785366
721	1	1	1462447247
1002	1147	1	1461691157
1261	1880	1	1462187418
1632	1	1	1461783111
1281	1147	1	1461479475
586	1147	1	1461579563
1584	1147	1	1461669585
1584	1201	1	1461669585
1880	1756	1	1461938517
1508	1508	1	1462266347
84	832	1	1463931226
84	1838	1	1463931226
84	203	1	1463931226
84	1880	1	1463931226
84	1567	1	1463931226
84	2003	1	1463931226
1797	419	1	1462190121
1797	629	1	1462190121
1797	1773	1	1462190121
1797	1880	1	1462190121
1850	537	1	1461753952
691	1711	1	1462292055
586	1147	1	1462883428
512	1880	1	1462949176
1201	1147	1	1462957221
1201	1147	1	1462945232
1444	1147	1	1463554245
12	1002	1	1461925869
1880	1590	1	1461903302
1584	1147	1	1462356189
1584	657	1	1462356189
1900	1147	1	1463649152
1880	586	1	1463392969
1880	1261	1	1463392969
1444	1880	1	1463401371
1900	1147	1	1461470496
1261	1880	1	1462511870
1261	1969	1	1462511870
1261	1002	1	1462511870
350	1880	1	1462526148
457	1526	1	1461649617
457	412	1	1461649617
1281	832	1	1463564605
1281	1880	1	1463564605
1372	1123	1	1461567829
1372	465	1	1461567829
1372	14	1	1461567829
1372	1580	1	1461567829
1372	203	1	1461567829
1372	642	1	1461567829
1372	410	1	1461567829
1372	797	1	1461567829
1372	1880	1	1461567829
1372	272	1	1461567829
1372	165	1	1461567829
1372	1326	1	1461567829
1372	586	1	1461567829
1372	855	1	1461567829
1372	47	1	1461567829
1372	120	1	1461567829
1372	1002	1	1461567829
1372	453	1	1461567829
1372	1022	1	1461567829
1372	1993	1	1461567829
1372	1900	1	1461567829
1372	1590	1	1461567829
1372	1261	1	1461567829
1372	1797	1	1461567829
1372	1591	1	1461567829
1372	1434	1	1461567829
1372	1674	1	1461567829
1372	983	1	1461567829
1372	306	1	1461567829
1372	692	1	1461567829
1372	1748	1	1461567829
1372	329	1	1461567829
1372	1969	1	1461567829
1372	419	1	1461567829
1372	559	1	1461567829
1372	412	1	1461567829
1372	1505	1	1461567829
1372	820	1	1461567829
1372	266	1	1461567829
1372	1438	1	1461567829
1372	217	1	1461567829
1372	1471	1	1461567829
1372	25	1	1461567829
1372	457	1	1461567829
1372	1526	1	1461567829
1372	893	1	1461567829
1372	1244	1	1461567829
1372	24	1	1461567829
1372	1982	1	1461567829
1372	512	1	1461567829
1372	1444	1	1461567829
1372	1182	1	1461567829
1372	1845	1	1461567829
586	1147	1	1463035542
1900	1147	1	1461472985
350	1261	1	1462013999
350	1711	1	1462013999
1002	1526	1	1462878451
1002	1197	1	1462878451
1002	1147	1	1462878451
203	1880	1	1463282316
1980	1281	1	1462802929
45	1147	1	1462364628
1838	1969	1	1462360327
1281	1444	1	1462616799
1883	1711	1	1463479432
350	1880	1	1463230131
2004	1147	1	1462081594
1880	457	1	1461598347
1880	412	1	1461598347
34	1147	1	1462197549
1002	1590	1	1461932014
1444	1880	1	1461564838
1444	1261	1	1461564838
1444	1002	1	1461564838
1900	1147	1	1462349972
1900	2004	1	1462349972
1900	1002	1	1462349972
411	21	1	1463056738
512	1880	1	1463479988
24	31	1	1463472964
1	1880	1	1462867271
1	655	1	1462867271
1629	1629	1	1461789101
1201	1147	1	1463140429
1444	1590	1	1463666323
34	1147	1	1463365080
1880	465	1	1461566434
1814	1711	1	1462010716
412	832	1	1463471619
412	1002	1	1463471619
412	1797	1	1463471619
412	1880	1	1463471619
412	84	1	1463471619
412	1772	1	1463471619
412	586	1	1463471619
412	1261	1	1463471619
412	362	1	1463471619
412	1773	1	1463471619
1880	1002	1	1462942835
856	1137	1	1463839991
856	1756	1	1463839991
856	35	1	1463839991
856	1711	1	1463839991
856	323	1	1463839991
856	350	1	1463839991
856	93	1	1463839991
1880	1444	1	1463565524
13	1880	1	1462974006
1900	1147	1	1461478726
1777	1880	1	1463744463
1294	1281	1	1462416598
1294	1147	1	1462416598
1880	284	1	1461562706
350	1880	1	1463581999
1002	1261	1	1462270154
1002	2004	1	1462270154
272	272	1	1462527692
740	1147	1	1461836753
740	629	1	1461836753
740	554	1	1461836753
1419	1419	1	1463564357
1002	429	1	1462364224
1002	1281	1	1461575638
1002	1444	1	1461575638
1261	1880	1	1463741223
1377	1711	1	1462587531
586	1147	1	1461760074
1261	832	1	1463721572
1261	1880	1	1463721572
24	512	1	1463548784
1591	1880	1	1462524337
630	1444	1	1463589921
1261	1880	1	1463136445
1261	1444	1	1462277544
512	1880	1	1461574889
512	1002	1	1461574889
1897	1880	1	1461593756
1383	1147	1	1462272121
1980	1638	1	1462163391
412	512	1	1463931806
1024	1024	1	1462359641
1629	1629	1	1463509555
512	1880	1	1463380089
512	1261	1	1463380089
217	1147	1	1462509147
1281	1147	1	1462362517
1787	1147	1	1462369386
1787	34	1	1462369386
1787	1201	1	1462369386
499	1711	1	1462460738
1880	229	1	1463058243
1969	1880	1	1461676373
1969	1261	1	1461676373
1969	1002	1	1461676373
1912	1880	1	1463942384
1590	411	1	1461578342
1444	1880	1	1462276967
1444	1261	1	1462276967
1444	1002	1	1462276967
1900	1147	1	1462528618
217	1272	1	1461765487
217	537	1	1461765487
1590	1880	1	1462442639
1838	1880	1	1462521275
855	1880	1	1461689444
855	1261	1	1461689444
855	2004	1	1461689444
855	1002	1	1461689444
1514	512	1	1463393856
586	1880	1	1463300413
1383	1147	1	1462261470
1969	1905	1	1463748718
1582	1147	1	1462419942
740	1147	1	1463743359
740	629	1	1463743359
740	554	1	1463743359
32	1711	1	1462878012
512	1880	1	1461850782
284	1880	1	1462953303
1742	115	1	1462617476
2004	1147	1	1462289205
2004	1383	1	1462289205
1582	1147	1	1463047960
1582	1372	1	1463047960
1880	1444	1	1463559818
1880	411	1	1463559818
1880	1797	1	1463559818
832	84	1	1463878975
832	1880	1	1463878975
832	2003	1	1463878975
832	203	1	1463878975
832	1567	1	1463878975
1880	586	1	1463479647
1472	1880	1	1463512574
1772	1880	1	1463038258
1773	1591	1	1462776972
1773	1880	1	1462776972
1773	1261	1	1462776972
1845	1880	1	1462186865
1845	1444	1	1462186865
1584	740	1	1462292804
1584	1383	1	1462292804
1880	1444	1	1461759960
512	1147	1	1462439628
1377	1711	1	1461894411
1880	1590	1	1461565371
1880	1099	1	1463470487
1372	1880	1	1462440350
1372	1261	1	1462440350
411	1880	1	1462173481
411	1261	1	1462173481
411	1969	1	1462173481
411	1002	1	1462173481
1959	1959	1	1463554599
855	586	1	1462686898
855	1905	1	1462686898
1002	217	1	1462261579
1002	1905	1	1462261579
586	1147	1	1462896215
1444	1850	1	1463645169
1590	1838	1	1463730224
1590	1880	1	1463730224
1590	1002	1	1463730224
512	1880	1	1462515430
512	1372	1	1462515430
1372	21	1	1461647260
229	1880	1	1462527574
1629	1629	1	1461789536
1959	1959	1	1462915195
1372	1905	1	1462974579
1444	1880	1	1463111239
1880	1526	1	1462429263
1880	1905	1	1462429263
362	512	1	1463650956
362	412	1	1463650956
362	1880	1	1463650956
362	1261	1	1463650956
1294	1147	1	1461775228
1294	1201	1	1461775228
1272	1526	1	1462451117
1272	1880	1	1462451117
1272	537	1	1462451117
1272	1002	1	1462451117
165	1261	1	1463568929
165	855	1	1463568929
165	1002	1	1463568929
1845	1793	1	1463227837
1845	603	1	1463227837
34	1201	1	1461558283
1733	1711	1	1461546065
1980	403	1	1462774676
1980	1002	1	1462774676
1980	34	1	1462774676
1980	1201	1	1462774676
1980	1147	1	1462774676
1980	2001	1	1462774676
1261	350	1	1463584542
1261	1880	1	1463584542
1845	1880	1	1463252358
512	151	1	1461587140
512	715	1	1461587140
1632	1	1	1461778308
217	1905	1	1461907039
217	2004	1	1461907039
1182	1797	1	1461561879
1182	1880	1	1461561879
1182	465	1	1461561879
512	1880	1	1461560884
1582	1147	1	1462458376
1582	657	1	1462458376
595	1880	1	1463636158
1880	586	1	1463295771
1123	1880	1	1461380271
1123	1773	1	1461380271
1261	350	1	1463567243
1261	1880	1	1463567243
1240	1711	1	1463478937
151	1756	1	1463147103
1153	1838	1	1462252617
1153	1444	1	1462252617
1711	47	1	1461687901
1711	512	1	1461687901
1711	1261	1	1461687901
1711	1002	1	1461687901
586	1880	1	1463483880
1980	1147	1	1462183007
1980	1900	1	1462183007
1281	1526	1	1463650212
1281	1905	1	1463650212
586	217	1	1463492486
586	1905	1	1463492486
1880	586	1	1461911212
1880	177	1	1462180442
1880	1261	1	1462180442
1880	2004	1	1462180442
1880	1002	1	1462180442
1444	1880	1	1462366159
1444	1261	1	1462366159
1444	1002	1	1462366159
1444	2004	1	1461728124
1787	92	1	1462102358
1787	1147	1	1462102358
1787	1900	1	1462102358
2004	1147	1	1463657436
411	1281	1	1463565445
411	21	1	1463565445
411	1980	1	1463565445
411	1002	1	1463565445
1998	1147	1	1461812379
1998	1444	1	1461812379
586	2004	1	1461952666
586	211	1	1463415380
586	1880	1	1463372092
1419	1419	1	1463741552
1444	1838	1	1463048526
1584	1584	1	1462690280
12	1880	1	1462885672
1980	21	1	1463031710
1505	390	1	1461853515
1959	1959	1	1462898416
217	1905	1	1462967742
217	1372	1	1462967742
217	2004	1	1462967742
1769	1769	1	1463061654
1261	1773	1	1461695416
1261	1880	1	1461695416
1261	855	1	1461695416
1444	1838	1	1463562363
1993	1880	1	1461674515
1261	1880	1	1462171212
1444	789	1	1463495925
1850	1147	1	1461847069
1850	2004	1	1461847069
1980	1880	1	1461756401
489	1880	1	1462821248
1880	1845	1	1463254532
1294	1294	1	1461914621
1773	1880	1	1461743314
1773	1993	1	1461743314
1674	1880	1	1462262147
1201	1147	1	1461737467
341	1711	1	1462304199
1281	1147	1	1461475505
1969	1880	1	1463037307
1998	1147	1	1461639977
1998	726	1	1461639977
1261	1147	1	1461502614
512	1880	1	1461589840
1775	1002	1	1462892829
2004	34	1	1462982690
2004	1905	1	1462982690
2004	25	1	1462982690
1880	1747	1	1463642493
1622	512	1	1463042373
1622	1880	1	1463042373
1242	1147	1	1461687070
1261	1880	1	1463921590
512	1505	1	1463635004
1742	115	1	1462267174
1980	1526	1	1463410563
1002	1905	1	1462793386
1880	1880	1	1462183218
1880	382	1	1462183218
1272	1505	1	1461576549
1272	1526	1	1461576549
1272	1272	1	1461576549
1272	1880	1	1461576549
1272	1002	1	1461576549
1629	1629	1	1463148180
1880	512	1	1461833057
1880	1969	1	1461833057
1880	1372	1	1461833057
1002	1147	1	1461731882
1197	1147	1	1463061930
34	1147	1	1463466452
1969	1590	1	1461556762
1969	1261	1	1461556762
1261	1147	1	1463063523
1787	1147	1	1462379588
1787	1201	1	1462379588
1980	1147	1	1462296186
1444	1569	1	1461672509
512	1900	1	1463719595
512	1980	1	1463719595
512	1905	1	1463719595
1880	350	1	1462289222
1880	1838	1	1462289222
1880	1590	1	1462289222
1880	203	1	1462289222
1980	1638	1	1463554334
1980	1880	1	1463554334
1980	1444	1	1463554334
820	31	1	1463661440
1880	350	1	1463295379
540	1567	1	1462323605
540	1880	1	1462323605
606	1147	1	1462339074
1711	832	1	1463770106
1526	1905	1	1463202123
1526	1969	1	1463202123
1201	855	1	1461475016
1201	1147	1	1462351146
1457	1147	1	1461830241
1457	1002	1	1461830241
1880	1444	1	1462693644
2004	1147	1	1461826995
1444	1147	1	1463120655
2004	1880	1	1462867128
2004	512	1	1462867128
2004	1444	1	1462867128
1383	1147	1	1463727230
1880	1980	1	1461577672
1880	1773	1	1462430306
1880	855	1	1462430306
1880	1880	1	1461690294
1880	694	1	1461690294
1197	1147	1	1462847009
1197	1864	1	1462847009
1845	1880	1	1462187695
1880	329	1	1462194029
1880	1261	1	1462194029
1880	1002	1	1462194029
1372	1526	1	1461659134
1372	1980	1	1461659134
1372	1905	1	1461659134
1880	700	1	1463467898
1880	1880	1	1463467898
1002	1281	1	1462352175
1002	1880	1	1462352175
1002	1900	1	1462352175
1002	512	1	1462352175
1002	2004	1	1462352175
1002	1147	1	1462352175
1630	1630	1	1463424499
2004	1880	1	1462089686
2004	1261	1	1462089686
2004	1002	1	1462089686
1590	1756	1	1461588261
1419	1419	1	1463668146
512	1880	1	1462778720
512	1261	1	1462778720
164	1711	1	1462909620
2004	1905	1	1461906529
1880	1152	1	1461850744
1880	350	1	1462383938
1880	1838	1	1462383938
805	1880	1	1461961016
945	1711	1	1461782286
1024	1024	1	1461909866
1261	2004	1	1461660852
1261	1880	1	1461660852
1261	1980	1	1461660852
1261	1969	1	1461660852
1261	1002	1	1461660852
1261	1147	1	1463380685
1585	1711	1	1463061306
1585	1261	1	1463061306
1526	1905	1	1462175883
1526	411	1	1462175883
1444	1838	1	1462520360
1444	1880	1	1462520360
1444	1261	1	1462520360
1444	1002	1	1462520360
411	1526	1	1461660528
411	1905	1	1461660528
350	832	1	1462648641
350	585	1	1462648641
350	1880	1	1462648641
350	166	1	1462648641
350	1567	1	1462648641
350	540	1	1462648641
350	921	1	1462648641
1444	1002	1	1461584905
1629	1629	1	1462728978
1880	1326	1	1462286798
1845	1590	1	1463735501
1845	1969	1	1463735501
586	1147	1	1462523473
1918	1509	1	1463073836
1281	1147	1	1462961955
1281	832	1	1463584380
1281	1880	1	1463584380
512	1147	1	1463635072
350	492	1	1463561522
350	1261	1	1463561522
350	1711	1	1463561522
1261	1002	1	1461692234
1471	1905	1	1462298192
1632	1	1	1461864030
1503	1880	1	1463598542
1880	1261	1	1462534090
1880	203	1	1462534090
461	1880	1	1463497416
1002	1147	1	1463553046
1526	1281	1	1462804447
1526	1905	1	1462804447
1281	1980	1	1462804253
586	1850	1	1463148177
1444	1838	1	1462186650
1281	1147	1	1462693255
1880	735	1	1461930140
1002	1880	1	1462864334
1002	1880	1	1462287689
1959	1959	1	1463157221
1201	1147	1	1462348635
403	1147	1	1462813701
403	1864	1	1462813701
1261	403	1	1463111148
1880	1444	1	1462899232
1880	855	1	1462899232
586	1880	1	1462784079
586	512	1	1462784079
1294	1147	1	1463761958
1294	2004	1	1463761958
457	1880	1	1461566653
1630	1630	1	1463082805
55	1880	1	1463414271
1900	1526	1	1461586542
1900	586	1	1461586542
1900	1905	1	1461586542
1444	1845	1	1463547073
1444	1261	1	1462202014
586	1526	1	1463581340
586	1905	1	1463581340
1545	1591	1	1462783472
1545	1773	1	1462783472
1545	1880	1	1462783472
1880	832	1	1463720510
1880	1261	1	1463720510
866	1711	1	1462391114
866	2004	1	1462391114
866	1002	1	1462391114
1586	1959	1	1463399168
942	1147	1	1463505844
942	1372	1	1463505844
92	1147	1	1462284314
2004	184	1	1462170143
2004	1147	1	1462170143
2004	34	1	1462170143
2004	855	1	1462170143
2004	1584	1	1462170143
203	832	1	1463929803
1261	1880	1	1463029252
411	1880	1	1462769247
411	1261	1	1462769247
411	1969	1	1462769247
411	1002	1	1462769247
1797	1444	1	1463560700
1797	411	1	1463560700
586	1147	1	1463399449
1261	1900	1	1463654770
1261	1905	1	1463654770
1995	1995	1	1461583533
1186	1711	1	1463479957
2004	1281	1	1461689903
2004	1261	1	1461689903
1900	1880	1	1463038803
1900	2017	1	1463038803
1900	512	1	1463038803
1900	2004	1	1463038803
1850	1457	1	1463135646
1850	1147	1	1463135646
1850	586	1	1463135646
1261	1905	1	1463028125
1261	25	1	1463028125
1444	1880	1	1461563330
1444	1261	1	1461563330
1444	1002	1	1461563330
1201	1147	1	1463472899
411	21	1	1463124839
1457	1147	1	1463288843
1457	1850	1	1463288843
740	1147	1	1463732993
586	1147	1	1462809968
1845	1880	1	1461730411
1845	512	1	1461730411
1261	350	1	1463477563
1261	1838	1	1463477563
1261	1773	1	1463477563
1261	1880	1	1463477563
1261	203	1	1463477563
1969	1838	1	1463469704
1969	1002	1	1463469704
1969	1880	1	1463469704
1969	1980	1	1463469704
1969	1261	1	1463469704
1629	1629	1	1461750024
1936	1880	1	1462535726
832	442	1	1463588820
832	1880	1	1463588820
1444	1261	1	1462377716
1350	1880	1	1462967340
1444	1261	1	1463038441
1880	1261	1	1462866689
1372	217	1	1461763576
1372	1905	1	1461763576
1372	1002	1	1461763576
163	1880	1	1461587031
512	1880	1	1461583237
832	350	1	1462665653
1850	1457	1	1463287670
1850	1147	1	1463287670
1880	217	1	1463150245
1880	1905	1	1463150245
1880	1969	1	1463150245
1444	1838	1	1463505292
512	1880	1	1463574023
512	1444	1	1463574023
512	855	1	1463574023
512	272	1	1463574023
1444	1880	1	1463552255
1261	537	1	1462876255
1261	855	1	1462876255
1261	1850	1	1462876255
586	1147	1	1462421850
586	1261	1	1462719396
1261	1590	1	1461827931
855	1147	1	1462879434
855	2004	1	1462879434
1201	1147	1	1462965958
906	740	1	1461585145
906	1147	1	1461585145
1845	1756	1	1463222689
1845	1580	1	1463222689
1845	203	1	1463222689
1845	1326	1	1463222689
1845	575	1	1463222689
1845	1838	1	1463222689
1845	151	1	1463222689
1845	1880	1	1463222689
1845	1590	1	1463222689
1281	832	1	1463732562
1281	1880	1	1463732562
1281	738	1	1463732562
1281	24	1	1463732562
1969	1838	1	1462274747
1969	1880	1	1462274747
1969	1261	1	1462274747
1969	1002	1	1462274747
1912	1880	1	1463949788
1584	1147	1	1463572643
1584	1980	1	1463572643
1099	1711	1	1463422419
1099	1751	1	1463422419
586	1147	1	1462523408
411	1444	1	1462791750
411	1002	1	1462791750
288	1002	1	1462213481
203	350	1	1463164483
540	832	1	1462662469
540	585	1	1462662469
540	1880	1	1462662469
540	166	1	1462662469
540	1567	1	1462662469
540	350	1	1462662469
540	921	1	1462662469
1002	1526	1	1462353894
1002	1905	1	1462353894
1959	1959	1	1463139820
1356	1880	1	1463256003
1685	1880	1	1462372652
1002	1590	1	1462187451
1002	1756	1	1462187451
1509	1918	1	1461700117
1711	1766	1	1463902057
692	1838	1	1462361966
692	1969	1	1462361966
1629	1629	1	1461940556
1980	1905	1	1461599718
2004	1147	1	1462349837
295	1281	1	1462385955
295	1880	1	1462385955
295	1002	1	1462385955
1002	1880	1	1461570284
1756	1326	1	1462131190
341	1711	1	1462178874
1969	1838	1	1463491683
1969	1880	1	1463491683
1969	1261	1	1463491683
2004	1526	1	1461922525
2004	512	1	1461922525
1526	1147	1	1463054856
681	1711	1	1462305754
1281	1147	1	1462876622
1711	1591	1	1462449632
1711	457	1	1462449632
1918	1590	1	1463595709
411	1905	1	1462980011
1002	1147	1	1461829647
1201	906	1	1463716146
1201	1147	1	1463716146
1201	34	1	1463716146
841	1880	1	1462909472
586	1261	1	1463585039
1880	688	1	1463486426
1880	1880	1	1463486426
586	1905	1	1463492261
1261	1526	1	1463498087
512	217	1	1462367777
512	1880	1	1462367777
512	1905	1	1462367777
512	2004	1	1462367777
1444	21	1	1461720377
1261	21	1	1462884082
1998	1444	1	1461901382
512	1514	1	1461595726
1632	1	1	1461949321
1281	1147	1	1463396887
344	1980	1	1462289350
344	2004	1	1462289350
512	1693	1	1462973322
512	1083	1	1462973322
586	1880	1	1462279063
586	1002	1	1462279063
1002	217	1	1462424981
1002	1526	1	1462424981
1002	1905	1	1462424981
1980	21	1	1463562720
411	1147	1	1461903537
1980	1147	1	1463649710
1980	1372	1	1463649710
2004	1880	1	1462346848
2004	1261	1	1462346848
2004	1002	1	1462346848
1880	1756	1	1462364492
1880	1580	1	1462364492
855	1147	1	1462959612
855	1201	1	1462959612
855	1584	1	1462959612
1880	1261	1	1462457942
2004	1880	1	1463582431
2004	1261	1	1463582431
586	1147	1	1462367872
1526	1281	1	1462358303
1526	1905	1	1462358303
24	512	1	1463548504
743	1711	1	1463641417
2004	1147	1	1463402891
457	1591	1	1463735241
457	1933	1	1463735241
457	1880	1	1463735241
1742	115	1	1463825690
1773	84	1	1462547280
1281	1147	1	1461749361
1720	1880	1	1462013043
512	1880	1	1463131130
512	1261	1	1463131130
339	1147	1	1463596183
1201	1147	1	1461653424
1372	1526	1	1462284743
1372	1880	1	1462284743
1372	1905	1	1462284743
1372	1969	1	1462284743
1372	217	1	1462540940
1372	1905	1	1462540940
1372	1969	1	1462540940
1261	1838	1	1463108660
606	1147	1	1461813208
203	1880	1	1463744620
1383	1147	1	1461840462
25	34	1	1463647504
25	1905	1	1463647504
25	2004	1	1463647504
25	1002	1	1463647504
1444	1880	1	1463037478
1880	1591	1	1462525396
844	1147	1	1463634201
1372	1880	1	1463625101
341	1711	1	1461678155
606	1147	1	1462502541
1584	1147	1	1462882658
1584	1002	1	1462882658
1880	1880	1	1462798963
1880	1261	1	1462798963
1880	366	1	1462798963
1	1880	1	1462519156
1	665	1	1462519156
1002	47	1	1462802373
1002	1880	1	1462802373
1002	1261	1	1462802373
1002	1969	1	1462802373
217	1905	1	1462282840
217	2004	1	1462282840
1773	1993	1	1461934484
1980	1147	1	1462253810
1002	1905	1	1462353425
499	1711	1	1463238335
595	522	1	1463757805
1372	47	1	1462437853
1372	1002	1	1462437853
1372	1526	1	1462437853
1372	1880	1	1462437853
1372	1980	1	1462437853
1372	1261	1	1462437853
1509	1918	1	1463008913
1880	1002	1	1461937499
512	1880	1	1463584509
346	1711	1	1463928164
1590	1444	1	1463247572
512	1880	1	1462368520
350	1880	1	1463671994
350	1261	1	1463671994
1711	375	1	1463509472
1900	1526	1	1463563464
1900	1905	1	1463563464
1900	1980	1	1463563464
1900	855	1	1463563464
836	1880	1	1462979061
836	1261	1	1462979061
933	411	1	1463478095
350	1880	1	1463744617
1002	1880	1	1461850145
1002	1261	1	1461850145
1002	2004	1	1461850145
1526	1147	1	1461852941
1526	1372	1	1461852941
1526	1002	1	1461852941
512	901	1	1462426686
1261	312	1	1462790500
1261	1880	1	1462790500
856	350	1	1463654987
411	1281	1	1463140678
411	21	1	1463140678
411	512	1	1463140678
832	203	1	1463962242
832	1567	1	1463962242
832	1880	1	1463962242
832	536	1	1463962242
1444	1307	1	1462294409
1261	1905	1	1462450107
1880	1845	1	1463251909
586	1905	1	1462019839
512	1880	1	1461591987
692	1306	1	1462126498
692	1880	1	1462126498
692	1261	1	1462126498
692	1969	1	1462126498
692	1002	1	1462126498
1261	21	1	1462612556
34	1147	1	1463726425
1444	1838	1	1462438058
1261	1880	1	1461850092
1261	1590	1	1461850092
1261	1845	1	1461850092
1261	1002	1	1461850092
1261	1880	1	1461720934
1261	2004	1	1461720934
1261	855	1	1461720934
217	1147	1	1462335068
1201	1147	1	1461495514
586	1880	1	1462428536
1444	411	1	1462520663
606	1147	1	1461745350
832	1880	1	1463515191
910	1711	1	1463740677
1711	1261	1	1463569282
1711	1969	1	1463569282
1711	2004	1	1463569282
1711	1002	1	1463569282
1880	1444	1	1462342170
1880	1261	1	1462342170
1880	1917	1	1463058667
1876	1	1	1461677385
2004	1261	1	1462986725
2004	1905	1	1462986725
743	1711	1	1461567826
621	1261	1	1461965514
1959	1959	1	1463752193
512	1880	1	1463483245
1900	1147	1	1463115275
1526	1147	1	1462449101
1526	726	1	1462449101
1526	1002	1	1462449101
1201	1147	1	1463709470
1201	2004	1	1463709470
1880	1838	1	1462207184
1880	836	1	1463022301
2004	1147	1	1463551634
586	1900	1	1462703884
412	1880	1	1461382427
1980	1147	1	1463569537
1372	1147	1	1462880765
99	1711	1	1461658655
1880	412	1	1463237468
1002	1880	1	1462983393
419	1845	1	1463194662
1444	1880	1	1463475688
1444	1261	1	1463475688
1900	1147	1	1463026527
1900	1201	1	1463026527
1838	1880	1	1462345980
910	1711	1	1462799491
45	1147	1	1462199865
1261	1880	1	1461587085
1880	586	1	1463234808
512	1880	1	1461658959
512	1261	1	1461658959
512	1002	1	1461658959
1775	1880	1	1461578119
1828	1182	1	1462770493
1828	1217	1	1462770493
1828	1880	1	1462770493
512	1880	1	1461724919
1880	1261	1	1462792639
1880	503	1	1463584188
1444	1880	1	1462360696
586	1980	1	1462704158
586	1147	1	1462985533
659	659	1	1463384224
411	1756	1	1461671576
411	1002	1	1461671576
411	1880	1	1461671576
411	1969	1	1461671576
411	1590	1	1461671576
411	1261	1	1461671576
411	1812	1	1461671576
411	820	1	1461671576
1900	586	1	1463498568
1900	1905	1	1463498568
1900	855	1	1463498568
1197	1147	1	1462171161
1201	855	1	1463719477
1201	1002	1	1463719477
1444	1880	1	1463569035
1372	1880	1	1463123801
1444	335	1	1462900611
1002	1969	1	1461569962
1002	1880	1	1461569962
1002	1261	1	1461569962
1002	2004	1	1461569962
586	1147	1	1461827655
1969	1880	1	1461742288
1969	1261	1	1461742288
1969	2004	1	1461742288
1969	1002	1	1461742288
820	1969	1	1462769497
820	1880	1	1462769497
820	1261	1	1462769497
820	411	1	1462769497
820	1002	1	1462769497
1444	1880	1	1462874252
45	1147	1	1462186818
465	412	1	1463493742
465	1880	1	1463493742
465	820	1	1463493742
1281	1147	1	1462454720
1281	1147	1	1463567761
1900	855	1	1461723349
1261	1880	1	1463389743
1261	1372	1	1463389743
1814	1711	1	1462528915
34	1980	1	1462967336
34	1905	1	1462967336
1900	1147	1	1463370467
1281	1147	1	1461480945
350	1880	1	1463756024
1526	1312	1	1463738769
1526	512	1	1463738769
1526	1980	1	1463738769
1526	1002	1	1463738769
1444	1880	1	1461840068
1674	1880	1	1463929887
1674	465	1	1463929887
90	586	1	1463714645
90	512	1	1463714645
90	1372	1	1463714645
1002	1147	1	1463584759
1584	1281	1	1462453431
1584	1147	1	1462453431
1444	1880	1	1462341629
729	1711	1	1461932068
1281	1147	1	1461479070
1002	1147	1	1462445647
34	1147	1	1462906382
34	1261	1	1462906382
1880	1838	1	1463056786
1880	1444	1	1463056786
1838	512	1	1462368543
1002	1905	1	1463564511
1002	1526	1	1463564511
1002	1880	1	1463564511
1002	1980	1	1463564511
1002	1900	1	1463564511
1002	512	1	1463564511
1002	2004	1	1463564511
1002	855	1	1463564511
84	350	1	1462545994
84	1880	1	1462545994
1880	21	1	1461807574
151	350	1	1461478948
151	1880	1	1461478948
151	798	1	1461478948
151	1756	1	1461478948
499	1711	1	1462633535
1242	1147	1	1461931434
1900	1261	1	1463376189
1900	1905	1	1463376189
1880	832	1	1462536967
1917	1711	1	1461840911
1845	966	1	1463465178
411	1147	1	1462595812
1281	1147	1	1462199098
1281	34	1	1462199098
203	1880	1	1463738147
1880	187	1	1462521613
1880	1880	1	1462521613
1838	1880	1	1462259210
512	1880	1	1463650261
512	1261	1	1463650261
586	1147	1	1462433714
1772	512	1	1463040449
855	1905	1	1462884523
203	1880	1	1463891710
203	412	1	1463891710
203	84	1	1463891710
203	832	1	1463891710
1629	1629	1	1463522593
512	21	1	1463382774
1630	1630	1	1463499831
350	1261	1	1461572392
350	1711	1	1461572392
1261	21	1	1463045164
1281	1147	1	1462792767
910	1711	1	1462449550
1880	1838	1	1463568791
1880	1590	1	1463568791
1880	1261	1	1463568791
1880	203	1	1463568791
1261	1880	1	1463567633
1261	55	1	1463567633
1526	1905	1	1463565404
1526	1900	1	1463565404
1526	512	1	1463565404
1526	1966	1	1463565404
1526	2004	1	1463565404
1444	1880	1	1462262579
272	1201	1	1462329869
272	606	1	1462329869
272	942	1	1462329869
1880	1509	1	1463387595
726	1147	1	1463367518
1797	1261	1	1463564881
650	650	1	1461939399
1526	1905	1	1461773163
1526	2004	1	1461773163
1281	1147	1	1461659350
907	1147	1	1462164801
1372	217	1	1463559377
1372	1905	1	1463559377
1372	2004	1	1463559377
1372	1002	1	1463559377
1002	586	1	1462522336
1002	1880	1	1462522336
1880	1326	1	1461698696
1880	1845	1	1461698696
1880	1590	1	1461698696
1880	1261	1	1461698696
1880	1756	1	1461698696
512	21	1	1461567685
1900	1147	1	1461928720
350	1773	1	1461944010
350	1880	1	1461944010
1002	1147	1	1463726172
13	1880	1	1462472563
1711	1002	1	1463648615
1711	1980	1	1463648615
